Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Per Capita Income,Data Time Period,Geographic Vintage,Data Source,Selected Location
GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,apci,TimeFrame,GeoVintage,Source,Location
Zip Code Tabulation Area,10001,NY,10001,10001,94177,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10002,NY,10002,10002,37557,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10003,NY,10003,10003,106585,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10004,NY,10004,10004,147878,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10005,NY,10005,10005,128970,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10006,NY,10006,10006,118859,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10007,NY,10007,10007,169727,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10009,NY,10009,10009,62639,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10010,NY,10010,10010,112360,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10011,NY,10011,10011,128053,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10012,NY,10012,10012,107552,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10013,NY,10013,10013,138334,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10014,NY,10014,10014,138952,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10016,NY,10016,10016,112384,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10017,NY,10017,10017,121069,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10018,NY,10018,10018,108245,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10019,NY,10019,10019,117023,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10020,NY,10020,10020,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10021,NY,10021,10021,120640,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10022,NY,10022,10022,156828,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10023,NY,10023,10023,126789,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10024,NY,10024,10024,131908,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10025,NY,10025,10025,84451,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10026,NY,10026,10026,46324,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10027,NY,10027,10027,39901,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10028,NY,10028,10028,130198,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10029,NY,10029,10029,33591,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10030,NY,10030,10030,34866,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10031,NY,10031,10031,34066,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10032,NY,10032,10032,36237,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10033,NY,10033,10033,39273,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10034,NY,10034,10034,33616,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10035,NY,10035,10035,29248,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10036,NY,10036,10036,85793,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10037,NY,10037,10037,39682,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10038,NY,10038,10038,70399,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10039,NY,10039,10039,31162,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10040,NY,10040,10040,30929,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10044,NY,10044,10044,68138,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10065,NY,10065,10065,133825,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10069,NY,10069,10069,121525,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10075,NY,10075,10075,141133,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10103,NY,10103,10103,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10110,NY,10110,10110,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10111,NY,10111,10111,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10112,NY,10112,10112,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10115,NY,10115,10115,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10119,NY,10119,10119,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10128,NY,10128,10128,113348,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10152,NY,10152,10152,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10153,NY,10153,10153,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10154,NY,10154,10154,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10162,NY,10162,10162,78632,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10165,NY,10165,10165,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10167,NY,10167,10167,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10168,NY,10168,10168,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10169,NY,10169,10169,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10170,NY,10170,10170,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10171,NY,10171,10171,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10172,NY,10172,10172,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10173,NY,10173,10173,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10174,NY,10174,10174,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10177,NY,10177,10177,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10199,NY,10199,10199,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10271,NY,10271,10271,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10278,NY,10278,10278,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10279,NY,10279,10279,701688,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10280,NY,10280,10280,131894,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10282,NY,10282,10282,180412,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10301,NY,10301,10301,43222,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10302,NY,10302,10302,28623,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10303,NY,10303,10303,29332,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10304,NY,10304,10304,35738,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10305,NY,10305,10305,36504,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10306,NY,10306,10306,40266,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10307,NY,10307,10307,48102,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10308,NY,10308,10308,44979,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10309,NY,10309,10309,46102,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10310,NY,10310,10310,37953,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10311,NY,10311,10311,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10312,NY,10312,10312,42829,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10314,NY,10314,10314,41852,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10451,NY,10451,10451,23006,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10452,NY,10452,10452,16510,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10453,NY,10453,10453,17968,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10454,NY,10454,10454,15233,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10455,NY,10455,10455,17642,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10456,NY,10456,10456,17312,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10457,NY,10457,10457,18780,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10458,NY,10458,10458,18293,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10459,NY,10459,10459,19583,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10460,NY,10460,10460,19245,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10461,NY,10461,10461,30073,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10462,NY,10462,10462,28350,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10463,NY,10463,10463,39489,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10464,NY,10464,10464,57509,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10465,NY,10465,10465,36449,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10466,NY,10466,10466,27784,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10467,NY,10467,10467,22756,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10468,NY,10468,10468,18956,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10469,NY,10469,10469,29023,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10470,NY,10470,10470,37292,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10471,NY,10471,10471,55179,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10472,NY,10472,10472,19116,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10473,NY,10473,10473,26892,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10474,NY,10474,10474,17291,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,10475,NY,10475,10475,30391,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11004,NY,11004,11004,40799,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11005,NY,11005,11005,190168,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11101,NY,11101,11101,62219,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11102,NY,11102,11102,51483,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11103,NY,11103,11103,50569,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11104,NY,11104,11104,42817,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11105,NY,11105,11105,48533,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11106,NY,11106,11106,46540,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11109,NY,11109,11109,85976,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11201,NY,11201,11201,98155,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11203,NY,11203,11203,30873,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11204,NY,11204,11204,23986,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11205,NY,11205,11205,40605,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11206,NY,11206,11206,27672,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11207,NY,11207,11207,23274,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11208,NY,11208,11208,23487,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11209,NY,11209,11209,48419,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11210,NY,11210,11210,36115,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11211,NY,11211,11211,53095,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11212,NY,11212,11212,20426,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11213,NY,11213,11213,30331,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11214,NY,11214,11214,28691,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11215,NY,11215,11215,87707,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11216,NY,11216,11216,50169,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11217,NY,11217,11217,85813,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11218,NY,11218,11218,43113,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11219,NY,11219,11219,17729,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11220,NY,11220,11220,24231,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11221,NY,11221,11221,36003,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11222,NY,11222,11222,64289,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11223,NY,11223,11223,30043,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11224,NY,11224,11224,25853,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11225,NY,11225,11225,41497,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11226,NY,11226,11226,34323,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11228,NY,11228,11228,38806,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11229,NY,11229,11229,35428,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11230,NY,11230,11230,30782,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11231,NY,11231,11231,77230,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11232,NY,11232,11232,34044,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11233,NY,11233,11233,30684,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11234,NY,11234,11234,41374,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11235,NY,11235,11235,36730,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11236,NY,11236,11236,32038,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11237,NY,11237,11237,31153,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11238,NY,11238,11238,67950,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11239,NY,11239,11239,26248,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11249,NY,11249,11249,57968,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11354,NY,11354,11354,30300,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11355,NY,11355,11355,25450,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11356,NY,11356,11356,28093,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11357,NY,11357,11357,42126,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11358,NY,11358,11358,36011,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11359,NY,11359,11359,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11360,NY,11360,11360,54452,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11361,NY,11361,11361,45098,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11362,NY,11362,11362,47182,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11363,NY,11363,11363,55140,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11364,NY,11364,11364,39648,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11365,NY,11365,11365,34231,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11366,NY,11366,11366,39882,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11367,NY,11367,11367,32951,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11368,NY,11368,11368,22108,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11369,NY,11369,11369,26848,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11370,NY,11370,11370,26565,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11371,NY,11371,11371,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11372,NY,11372,11372,33842,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11373,NY,11373,11373,26102,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11374,NY,11374,11374,42698,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11375,NY,11375,11375,58764,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11377,NY,11377,11377,35616,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11378,NY,11378,11378,34884,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11379,NY,11379,11379,40958,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11385,NY,11385,11385,33902,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11411,NY,11411,11411,39408,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11412,NY,11412,11412,33696,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11413,NY,11413,11413,36499,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11414,NY,11414,11414,43785,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11415,NY,11415,11415,47726,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11416,NY,11416,11416,36844,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11417,NY,11417,11417,28002,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11418,NY,11418,11418,33258,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11419,NY,11419,11419,28385,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11420,NY,11420,11420,30126,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11421,NY,11421,11421,30470,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11422,NY,11422,11422,35738,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11423,NY,11423,11423,32695,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11424,NY,11424,11424,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11426,NY,11426,11426,43723,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11427,NY,11427,11427,34561,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11428,NY,11428,11428,31239,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11429,NY,11429,11429,33646,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11430,NY,11430,11430,9289,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11432,NY,11432,11432,29741,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11433,NY,11433,11433,24653,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11434,NY,11434,11434,31778,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11435,NY,11435,11435,31059,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11436,NY,11436,11436,30318,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11439,NY,11439,11439,4471,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11451,NY,11451,11451,N/A,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11691,NY,11691,11691,27000,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11692,NY,11692,11692,26882,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11693,NY,11693,11693,32815,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11694,NY,11694,11694,44497,2017-2021,2020,Census,"New York (City, 2020)"
Zip Code Tabulation Area,11697,NY,11697,11697,55655,2017-2021,2020,Census,"New York (City, 2020)"